respondent_id,gender,age_years,country,education_level,undergraduate_major,current_role,current_industry,years_experience_current_role,yearly_compensation_usd
9593,Male,18,China,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Student,I am a student,10,
9594,Male,25,United States of America,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Student,I am a student,5,
9595,Male,50,United States of America,Bachelor’s degree,Mathematics or statistics,Not employed,,,
9596,Male,22,Belgium,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,"0-10,000"
9597,Male,18,United States of America,Master’s degree,Other,Student,I am a student,0,
9598,Male,30,India,Doctoral degree,Engineering (non-computer focused),Marketing Analyst,Computers/Technology,1,
9599,Male,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,Academics/Education,0,
9600,Male,40,Russia,Master’s degree,"Information technology, networking, or system administration",Data Scientist,Other,5,
9601,Male,45,United States of America,Doctoral degree,Physics or astronomy,Data Scientist,Medical/Pharmaceutical,5,
9602,Male,22,Chile,,,,,,
9603,Male,22,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,Insurance/Risk Assessment,0,"40-50,000"
9604,Male,22,China,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,I am a student,0,"20-30,000"
9605,Male,25,India,Bachelor’s degree,Mathematics or statistics,Data Analyst,Online Service/Internet-based Services,3,
9606,Male,18,United States of America,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
9607,Male,50,United States of America,Professional degree,"Computer science (software engineering, etc.)",Principal Investigator,Energy/Mining,20,"125-150,000"
9608,Male,40,Other,Doctoral degree,"Computer science (software engineering, etc.)",Other,Other,4,"20-30,000"
9609,Male,25,India,I prefer not to answer,,,,,
9610,Male,30,China,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Medical/Pharmaceutical,5,"20-30,000"
9611,Male,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Online Business/Internet-based Sales,0,"30-40,000"
9612,Male,25,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Broadcasting/Communications,3,"10-20,000"
9613,Male,30,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,5,"20-30,000"
9614,Male,22,Japan,Master’s degree,Engineering (non-computer focused),Student,I am a student,3,
9615,Male,22,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Business Analyst,Other,1,
9616,Male,25,United States of America,Bachelor’s degree,Engineering (non-computer focused),Data Analyst,Computers/Technology,2,"100-125,000"
9617,Male,18,United States of America,Master’s degree,Mathematics or statistics,Student,I am a student,15,
9618,Male,18,United States of America,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Student,Military/Security/Defense,0,"0-10,000"
9619,Male,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
9620,Male,35,India,Master’s degree,"Computer science (software engineering, etc.)",Product/Project Manager,Computers/Technology,5,
9621,Male,18,China,Master’s degree,,,,,
9622,Male,22,United States of America,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Analyst,,,
9623,Male,18,China,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,1,"10-20,000"
9624,Male,25,China,Bachelor’s degree,"Computer science (software engineering, etc.)",,,,
9625,Male,25,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Consultant,Computers/Technology,4,"100-125,000"
9626,Male,22,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Data Engineer,Computers/Technology,1,"125-150,000"
9627,Male,22,India,Master’s degree,Mathematics or statistics,Data Analyst,Computers/Technology,0,"300-400,000"
9628,Male,30,Italy,Master’s degree,"Computer science (software engineering, etc.)",Student,Academics/Education,2,"10-20,000"
9629,Male,40,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Not employed,,,
9630,Male,30,India,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Business Analyst,Insurance/Risk Assessment,0,"40-50,000"
9631,Male,18,China,Bachelor’s degree,"Information technology, networking, or system administration",Student,Academics/Education,0,
9632,Male,45,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Data Engineer,Manufacturing/Fabrication,10,"150-200,000"
9633,Male,22,Brazil,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,Computers/Technology,0,"0-10,000"
9634,Male,25,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,3,"0-10,000"
9635,Male,30,Brazil,Doctoral degree,Other,Research Scientist,Academics/Education,3,"125-150,000"
9636,Male,18,United States of America,Some college/university study without earning a bachelor’s degree,Engineering (non-computer focused),Student,I am a student,1,
9637,Male,30,Other,Master’s degree,"Computer science (software engineering, etc.)",Business Analyst,Computers/Technology,1,"0-10,000"
9638,Male,35,United States of America,Bachelor’s degree,Physics or astronomy,Not employed,,,
9639,Male,40,United States of America,Bachelor’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Other,Computers/Technology,20,"90-100,000"
9640,Male,35,United States of America,Doctoral degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Scientist,Academics/Education,,
9641,Male,18,United States of America,Some college/university study without earning a bachelor’s degree,Engineering (non-computer focused),Student,Computers/Technology,0,
9642,Male,22,India,Master’s degree,"Computer science (software engineering, etc.)",Student,Academics/Education,0,
9643,Male,25,United States of America,Master’s degree,Engineering (non-computer focused),Data Analyst,Computers/Technology,2,"50-60,000"
9644,Male,25,Japan,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Software Engineer,Computers/Technology,0,"20-30,000"
9645,Male,25,Brazil,Master’s degree,Engineering (non-computer focused),Data Scientist,Other,0,"20-30,000"
9646,Male,25,China,Bachelor’s degree,Physics or astronomy,Data Analyst,Computers/Technology,1,
9647,Male,18,United States of America,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Marketing/CRM,0,"70-80,000"
9648,Male,25,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,Accounting/Finance,0,
9649,Male,25,India,Bachelor’s degree,Engineering (non-computer focused),Student,Academics/Education,1,
9650,Male,22,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Data Engineer,Accounting/Finance,2,
9651,Male,35,Russia,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Insurance/Risk Assessment,1,"10-20,000"
9652,Male,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,I am a student,,
9653,Male,25,Russia,Master’s degree,"Information technology, networking, or system administration",Data Analyst,,,
9654,Male,60,United States of America,Master’s degree,Engineering (non-computer focused),Software Engineer,Computers/Technology,,
9655,Male,25,China,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",,,,
9656,Male,25,China,Master’s degree,Engineering (non-computer focused),Student,I am a student,,
9657,Male,18,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,,
9658,Male,30,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,4,"100-125,000"
9659,Male,30,United States of America,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Chief Officer,Other,5,"0-10,000"
9660,Male,25,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,"0-10,000"
9661,Male,25,I do not wish to disclose my location,Master’s degree,Mathematics or statistics,Data Analyst,Manufacturing/Fabrication,2,"20-30,000"
9662,Male,18,United States of America,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Student,I am a student,1,"0-10,000"
9663,Male,50,Sweden,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Product/Project Manager,Government/Public Service,5,
9664,Male,22,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,1,"10-20,000"
9665,Male,18,Brazil,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Business Analyst,Academics/Education,1,"0-10,000"
9666,Male,22,United States of America,Master’s degree,Mathematics or statistics,Data Analyst,Other,2,"80-90,000"
9667,Male,25,India,Bachelor’s degree,Engineering (non-computer focused),Software Engineer,Computers/Technology,5,"0-10,000"
9668,Male,25,China,Doctoral degree,"Information technology, networking, or system administration",Student,I am a student,1,"20-30,000"
9669,Male,40,United States of America,Doctoral degree,Mathematics or statistics,Data Scientist,Government/Public Service,10,"100-125,000"
9670,Male,18,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,Computers/Technology,0,
9671,Male,18,United States of America,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Student,I am a student,0,
9672,Male,22,India,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,1,
9673,Male,30,China,Doctoral degree,Mathematics or statistics,Software Engineer,Computers/Technology,5,"30-40,000"
9674,Male,22,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,0,"0-10,000"
9675,Male,25,United States of America,Doctoral degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Scientist,Government/Public Service,1,"90-100,000"
9676,Male,18,China,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,1,"0-10,000"
9677,Male,18,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,3,"0-10,000"
9678,Male,25,Peru,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,Computers/Technology,0,"0-10,000"
9679,Male,35,China,Master’s degree,"Information technology, networking, or system administration",Data Analyst,Computers/Technology,10,"20-30,000"
9680,Male,25,China,Master’s degree,Environmental science or geology,,,,
9681,Male,22,"Iran, Islamic Republic of...",Master’s degree,Engineering (non-computer focused),Research Assistant,Academics/Education,4,
9682,Male,35,China,Doctoral degree,Mathematics or statistics,Software Engineer,Computers/Technology,5,"40-50,000"
9683,Male,18,India,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,0,
9684,Male,18,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,15,"0-10,000"
9685,Male,35,India,Bachelor’s degree,Engineering (non-computer focused),Data Scientist,Hospitality/Entertainment/Sports,3,
9686,Male,18,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,15,"0-10,000"
9687,Male,35,Switzerland,Doctoral degree,Physics or astronomy,Software Engineer,Other,2,
9688,Male,30,United States of America,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Engineer,Computers/Technology,2,"125-150,000"
9689,Male,35,Brazil,,,,,,
9690,Male,25,Other,Master’s degree,"Computer science (software engineering, etc.)",Salesperson,Medical/Pharmaceutical,1,"10-20,000"
9691,Male,35,Israel,Master’s degree,Engineering (non-computer focused),Product/Project Manager,Government/Public Service,10,
9692,Male,18,India,Bachelor’s degree,Other,Student,I am a student,2,"0-10,000"
9693,Male,40,United States of America,Bachelor’s degree,I never declared a major,Consultant,Government/Public Service,1,"125-150,000"
9694,Male,22,India,Bachelor’s degree,Engineering (non-computer focused),,,,
9695,Male,22,China,Master’s degree,Other,Student,I am a student,1,
9696,Male,25,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Other,1,"100-125,000"
9697,Male,22,United States of America,Bachelor’s degree,,,,,
9698,Male,40,France,Master’s degree,Engineering (non-computer focused),Manager,Retail/Sales,5,"200-250,000"
9699,Male,22,United States of America,Bachelor’s degree,Other,Data Scientist,Online Service/Internet-based Services,0,
9700,Male,22,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Student,Computers/Technology,1,
9701,Male,18,Brazil,Professional degree,,,,,
9702,Male,30,Mexico,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Accounting/Finance,2,"40-50,000"
9703,Male,30,United States of America,Master’s degree,Engineering (non-computer focused),Product/Project Manager,,,
9704,Male,30,China,Some college/university study without earning a bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Analyst,Computers/Technology,5,
9705,Male,35,I do not wish to disclose my location,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Research Scientist,Academics/Education,1,"30-40,000"
9706,Male,30,Other,,,,,,
9707,Male,25,China,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,,,
9708,Male,25,United States of America,Bachelor’s degree,Mathematics or statistics,Data Analyst,Retail/Sales,1,
9709,Male,55,United States of America,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Software Engineer,Academics/Education,15,"100-125,000"
9710,Male,25,China,Master’s degree,Engineering (non-computer focused),Student,I am a student,1,
9711,Male,35,United States of America,Doctoral degree,Engineering (non-computer focused),Data Scientist,Marketing/CRM,3,
9712,Male,30,United States of America,Doctoral degree,"Computer science (software engineering, etc.)",Research Scientist,Academics/Education,4,
9713,Male,18,India,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Online Service/Internet-based Services,0,"10-20,000"
9714,Male,35,United States of America,Bachelor’s degree,Engineering (non-computer focused),Software Engineer,Computers/Technology,10,"150-200,000"
9715,Male,25,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Research Assistant,Academics/Education,3,"10-20,000"
9716,Male,18,India,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,I am a student,0,
9717,Male,22,Colombia,Master’s degree,"Computer science (software engineering, etc.)",Research Scientist,Academics/Education,1,"10-20,000"
9718,Male,22,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,1,
9719,Male,35,Brazil,No formal education past high school,,Data Scientist,Insurance/Risk Assessment,2,"80-90,000"
9720,Male,35,United States of America,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Manager,Computers/Technology,2,"100-125,000"
9721,Male,22,China,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,1,
9722,Male,30,United States of America,Master’s degree,Engineering (non-computer focused),Software Engineer,Manufacturing/Fabrication,10,
9723,Male,25,Brazil,Master’s degree,"Information technology, networking, or system administration",Data Analyst,Computers/Technology,5,"20-30,000"
9724,Male,30,South Africa,Bachelor’s degree,Mathematics or statistics,Data Analyst,Accounting/Finance,0,"40-50,000"
9725,Male,22,India,Bachelor’s degree,Engineering (non-computer focused),Student,Academics/Education,0,"0-10,000"
9726,Male,22,Peru,Professional degree,Mathematics or statistics,Data Scientist,Computers/Technology,0,"0-10,000"
9727,Male,25,United States of America,Some college/university study without earning a bachelor’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Software Engineer,Academics/Education,2,"60-70,000"
9728,Male,25,Poland,Master’s degree,Mathematics or statistics,Data Scientist,Online Business/Internet-based Sales,1,
9729,Male,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
9730,Male,22,China,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,,,
9731,Male,30,China,Master’s degree,Engineering (non-computer focused),Data Engineer,Manufacturing/Fabrication,0,"0-10,000"
9732,Male,18,Turkey,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,Academics/Education,3,
9733,Male,18,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Analyst,I am a student,1,
9734,Male,25,Indonesia,Master’s degree,Engineering (non-computer focused),Software Engineer,Retail/Sales,0,
9735,Male,25,United States of America,Master’s degree,"Information technology, networking, or system administration",Student,Non-profit/Service,1,"50-60,000"
9736,Male,40,Canada,Bachelor’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Engineer,Accounting/Finance,0,"80-90,000"
9737,Male,25,China,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,4,"20-30,000"
9738,Male,25,Peru,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Software Engineer,Government/Public Service,2,"50-60,000"
9739,Male,22,China,,,,,,
9740,Male,35,China,Doctoral degree,Engineering (non-computer focused),Data Analyst,,,
9741,Male,18,Belgium,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,10,
9742,Male,25,United States of America,Master’s degree,Engineering (non-computer focused),Student,Computers/Technology,1,"0-10,000"
9743,Male,25,Poland,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,,,
9744,Male,30,Canada,Master’s degree,,,,,
9745,Male,30,Canada,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Accounting/Finance,5,"125-150,000"
9746,Male,18,South Korea,Some college/university study without earning a bachelor’s degree,Mathematics or statistics,Student,I am a student,0,
9747,Male,25,Brazil,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Product/Project Manager,Retail/Sales,1,"40-50,000"
9748,Male,35,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,10,"200-250,000"
9749,Male,40,United States of America,Doctoral degree,Engineering (non-computer focused),Data Scientist,Hospitality/Entertainment/Sports,3,"100-125,000"
9750,Male,25,United States of America,Master’s degree,Mathematics or statistics,Software Engineer,Computers/Technology,0,"100-125,000"
9751,Male,18,India,Bachelor’s degree,,,,,
9752,Male,30,United States of America,Master’s degree,Engineering (non-computer focused),Data Scientist,Retail/Sales,1,"100-125,000"
9753,Male,18,India,Bachelor’s degree,"Information technology, networking, or system administration",Student,I am a student,0,"0-10,000"
9754,Male,18,China,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Medical/Pharmaceutical,0,"0-10,000"
9755,Male,30,South Korea,,,,,,
9756,Male,25,China,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,1,
9757,Male,18,Brazil,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,"0-10,000"
9758,Male,22,Canada,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,"0-10,000"
9759,Male,22,India,Bachelor’s degree,Engineering (non-computer focused),Consultant,Online Business/Internet-based Sales,0,"0-10,000"
9760,Male,22,India,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,0,
9761,Male,18,China,Some college/university study without earning a bachelor’s degree,Fine arts or performing arts,Student,Retail/Sales,3,"40-50,000"
9762,Male,18,Canada,Bachelor’s degree,"Computer science (software engineering, etc.)",Research Scientist,Insurance/Risk Assessment,1,"40-50,000"
9763,Male,60,United States of America,Doctoral degree,Mathematics or statistics,Consultant,Government/Public Service,20,"150-200,000"
9764,Male,40,China,Master’s degree,"Humanities (history, literature, philosophy, etc.)",Data Engineer,Manufacturing/Fabrication,5,"60-70,000"
9765,Male,22,China,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,"0-10,000"
9766,Male,25,United States of America,Bachelor’s degree,Physics or astronomy,Data Analyst,Other,0,"40-50,000"
9767,Male,40,Brazil,Master’s degree,"Computer science (software engineering, etc.)",Data Engineer,Manufacturing/Fabrication,,
9768,Male,25,United States of America,Master’s degree,Mathematics or statistics,Data Analyst,Other,0,"50-60,000"
9769,Male,30,Canada,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Accounting/Finance,2,"60-70,000"
9770,Male,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Business Analyst,Computers/Technology,0,
9771,Male,30,Brazil,Doctoral degree,"Computer science (software engineering, etc.)",Research Scientist,I am a student,,
9772,Male,35,South Korea,Bachelor’s degree,Physics or astronomy,Software Engineer,Military/Security/Defense,5,"40-50,000"
9773,Male,25,China,Bachelor’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",,,,
9774,Male,25,Other,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Online Business/Internet-based Sales,0,
9775,Male,40,China,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Accounting/Finance,2,"90-100,000"
9776,Male,35,United States of America,Bachelor’s degree,Engineering (non-computer focused),Data Scientist,Accounting/Finance,10,"80-90,000"
9777,Male,22,India,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
9778,Male,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,0,"0-10,000"
9779,Male,45,United States of America,Doctoral degree,Other,Data Scientist,Computers/Technology,15,"150-200,000"
9780,Male,25,China,,,,,,
9781,Male,30,China,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,5,"0-10,000"
9782,Male,25,South Korea,Master’s degree,,,,,
9783,Male,18,India,Bachelor’s degree,Mathematics or statistics,Data Scientist,I am a student,0,
9784,Male,25,United States of America,Bachelor’s degree,Mathematics or statistics,Data Analyst,Accounting/Finance,5,"60-70,000"
9785,Male,40,United States of America,Doctoral degree,Engineering (non-computer focused),Research Scientist,Computers/Technology,4,
9786,Male,35,Peru,Doctoral degree,"Computer science (software engineering, etc.)",Chief Officer,Other,3,"300-400,000"
9787,Male,25,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
9788,Male,22,United States of America,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Analyst,Online Service/Internet-based Services,0,"80-90,000"
9789,Male,30,United States of America,No formal education past high school,,Manager,,,
9790,Male,25,United States of America,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Analyst,Government/Public Service,3,"30-40,000"
9791,Male,25,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Online Service/Internet-based Services,2,"10-20,000"
9792,Male,30,United States of America,Doctoral degree,Engineering (non-computer focused),Statistician,I am a student,3,"20-30,000"
9793,Male,40,Ireland,Master’s degree,"Computer science (software engineering, etc.)",Consultant,Computers/Technology,10,"100-125,000"
9794,Male,55,Canada,Master’s degree,"Computer science (software engineering, etc.)",Consultant,Non-profit/Service,15,
9795,Male,18,United States of America,Some college/university study without earning a bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Consultant,I am a student,1,"90-100,000"
9796,Male,18,India,Bachelor’s degree,"Information technology, networking, or system administration",Student,Academics/Education,,
9797,Male,18,Brazil,Bachelor’s degree,Mathematics or statistics,Student,Academics/Education,1,
9798,Male,22,Australia,Master’s degree,,,,,
9799,Male,25,China,Master’s degree,"Computer science (software engineering, etc.)",DBA/Database Engineer,Computers/Technology,0,"200-250,000"
9800,Male,25,United States of America,Some college/university study without earning a bachelor’s degree,Fine arts or performing arts,Other,Other,0,"10-20,000"
9801,Male,22,Japan,I prefer not to answer,Physics or astronomy,Student,I am a student,4,
9802,Male,18,Spain,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Not employed,,,
9803,Male,22,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
9804,Male,22,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,"0-10,000"
9805,Male,30,United States of America,Bachelor’s degree,"Humanities (history, literature, philosophy, etc.)",Software Engineer,Online Service/Internet-based Services,5,"125-150,000"
9806,Male,25,Brazil,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Government/Public Service,4,
9807,Male,18,United States of America,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
9808,Male,35,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,10,"90-100,000"
9809,Male,45,India,Professional degree,Engineering (non-computer focused),Chief Officer,Computers/Technology,20,
9810,Male,18,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,1,"0-10,000"
9811,Male,22,United States of America,Master’s degree,Mathematics or statistics,Statistician,Accounting/Finance,1,"70-80,000"
9812,Male,22,United States of America,Master’s degree,Engineering (non-computer focused),Other,Military/Security/Defense,2,
9813,Male,25,India,Master’s degree,"Computer science (software engineering, etc.)",Not employed,,,
9814,Male,25,India,Master’s degree,"Computer science (software engineering, etc.)",Student,Academics/Education,2,"10-20,000"
9815,Male,22,United States of America,Master’s degree,Engineering (non-computer focused),Student,I am a student,0,
9816,Male,22,United States of America,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Student,I am a student,0,"0-10,000"
9817,Male,35,United States of America,Doctoral degree,Other,Student,Academics/Education,5,"20-30,000"
9818,Male,18,India,I prefer not to answer,Engineering (non-computer focused),Student,I am a student,0,
9819,Male,35,Italy,Master’s degree,Other,Data Scientist,Other,5,"50-60,000"
9820,Male,30,United States of America,Master’s degree,Engineering (non-computer focused),Software Engineer,Computers/Technology,4,
9821,Male,18,United States of America,Some college/university study without earning a bachelor’s degree,I never declared a major,Not employed,,,
9822,Male,25,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,1,"100-125,000"
9823,Male,22,India,Master’s degree,Mathematics or statistics,Student,Computers/Technology,,
9824,Male,40,Colombia,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,Academics/Education,3,"20-30,000"
9825,Male,22,United States of America,Master’s degree,Other,Student,I am a student,1,
9826,Male,22,United States of America,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Not employed,,,
9827,Male,18,Bangladesh,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,1,"0-10,000"
9828,Male,18,United States of America,Bachelor’s degree,Mathematics or statistics,Student,I am a student,3,"0-10,000"
9829,Male,25,United States of America,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Analyst,Insurance/Risk Assessment,1,"70-80,000"
9830,Male,40,Brazil,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Military/Security/Defense,15,"20-30,000"
9831,Male,30,United States of America,Doctoral degree,I never declared a major,Principal Investigator,Manufacturing/Fabrication,25,"500,000+"
9832,Male,45,United States of America,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Marketing Analyst,Computers/Technology,10,"125-150,000"
9833,Male,25,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Marketing Analyst,Computers/Technology,4,"10-20,000"
9834,Male,45,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,25,"150-200,000"
9835,Male,25,India,Master’s degree,Mathematics or statistics,Other,Other,0,
9836,Male,18,India,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,0,
9837,Male,22,Peru,Bachelor’s degree,Engineering (non-computer focused),Student,Energy/Mining,0,"0-10,000"
9838,Male,35,Brazil,Master’s degree,"Computer science (software engineering, etc.)",Consultant,Computers/Technology,4,"30-40,000"
9839,Male,25,Other,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Analyst,Accounting/Finance,4,"20-30,000"
9840,Male,30,United States of America,Doctoral degree,"Computer science (software engineering, etc.)",Research Assistant,Academics/Education,3,"20-30,000"
9841,Male,35,India,Master’s degree,"Computer science (software engineering, etc.)",Manager,Online Business/Internet-based Sales,10,"500,000+"
9842,Male,40,Canada,Master’s degree,Mathematics or statistics,Data Scientist,Computers/Technology,5,"125-150,000"
9843,Male,22,United States of America,Master’s degree,"Computer science (software engineering, etc.)",,,,
9844,Male,55,Chile,Master’s degree,Mathematics or statistics,Consultant,Other,20,
9845,Male,25,United States of America,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Manager,Manufacturing/Fabrication,3,
9846,Male,22,Canada,Bachelor’s degree,Physics or astronomy,Research Scientist,Academics/Education,1,"20-30,000"
9847,Male,18,Canada,,,,,,
9848,Male,25,United States of America,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Scientist,Marketing/CRM,2,"80-90,000"
9849,Male,18,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,,,
9850,Male,25,Colombia,Professional degree,"Information technology, networking, or system administration",Student,Computers/Technology,0,"0-10,000"
9851,Male,22,Indonesia,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,,
9852,Male,30,United States of America,Master’s degree,Mathematics or statistics,Product/Project Manager,Online Service/Internet-based Services,0,
9853,Male,18,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,,
9854,Male,25,China,Bachelor’s degree,Physics or astronomy,Research Scientist,I am a student,2,
